shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
2-SDM-B-mjp-1.1.H,-37.8183051340585,144.966964346166,1,0
2-SDM-B-mjp-1.1.H,-37.8177335742904,144.968831710922,2,176.232800579234
2-SDM-B-mjp-1.1.H,-37.8173818877091,144.970386306518,3,318.570427368498
2-SDM-B-mjp-1.1.H,-37.8169318797019,144.971989018237,4,468.266786709666
2-SDM-B-mjp-1.1.H,-37.8168180929093,144.972707805048,5,532.803597910716
2-SDM-B-mjp-1.1.H,-37.8167826333244,144.97326540923,6,582.058039334815
2-SDM-B-mjp-1.1.H,-37.8167973082541,144.973594444414,7,611.075275591909
2-SDM-B-mjp-1.1.H,-37.8168934195329,144.974466528152,8,688.599465365166
2-SDM-B-mjp-1.1.H,-37.8170091269447,144.974906401985,9,729.403876891373
2-SDM-B-mjp-1.1.H,-37.8173584157929,144.975828373661,10,819.364979596931
2-SDM-B-mjp-1.1.H,-37.8178993924923,144.976892800729,11,930.670864436862
2-SDM-B-mjp-1.1.H,-37.8184652375687,144.977831603103,12,1034.48319511102
2-SDM-B-mjp-1.1.H,-37.8192842192246,144.979342888283,13,1195.63219448737
2-SDM-B-mjp-1.1.H,-37.8201562540678,144.980795958983,14,1356.05663152861
2-SDM-B-mjp-1.1.H,-37.8218151204119,144.983465947467,15,1654.65669850784
2-SDM-B-mjp-1.1.H,-37.8222916172996,144.984452723173,16,1756.36707162681
2-SDM-B-mjp-1.1.H,-37.822836599215,144.985755752528,17,1886.0590143218
2-SDM-B-mjp-1.1.H,-37.8236761640757,144.989004882453,18,2186.91279940685
2-SDM-B-mjp-1.1.H,-37.8241012844109,144.990152167363,19,2298.39822446322
2-SDM-B-mjp-1.1.H,-37.8241012844109,144.990152167363,20,2298.39822446322
2-SDM-B-mjp-1.1.H,-37.8243925368923,144.990848652281,21,2367.71633176571
2-SDM-B-mjp-1.1.H,-37.8248560924083,144.991608638068,22,2452.12012314975
2-SDM-B-mjp-1.1.H,-37.8257325373889,144.992800533386,23,2595.20750903684
2-SDM-B-mjp-1.1.H,-37.8261734207072,144.993288486581,24,2660.32279142124
2-SDM-B-mjp-1.1.H,-37.8264661161971,144.993541869583,25,2699.73091241171
2-SDM-B-mjp-1.1.H,-37.8271936928057,144.993931175837,26,2787.45776120956
2-SDM-B-mjp-1.1.H,-37.8275655208945,144.99406880615,27,2830.46938754477
2-SDM-B-mjp-1.1.H,-37.8279181727277,144.994138787296,28,2870.09261305709
2-SDM-B-mjp-1.1.H,-37.8283779486518,144.994149059656,29,2921.13181367779
2-SDM-B-mjp-1.1.H,-37.8288549658613,144.994113418028,30,2974.16953610249
2-SDM-B-mjp-1.1.H,-37.8296811518588,144.993943338487,31,3067.08347477695
2-SDM-B-mjp-1.1.H,-37.8301399600948,144.993896825761,32,3118.17163387472
2-SDM-B-mjp-1.1.H,-37.8328070939963,144.993347359814,33,3418.12663049922
2-SDM-B-mjp-1.1.H,-37.8340190563793,144.99307590594,34,3554.75020094005
2-SDM-B-mjp-1.1.H,-37.8355388254291,144.9928870013,35,3724.24946347531
2-SDM-B-mjp-1.1.H,-37.8384493490771,144.992342213835,36,4050.83329651057
2-SDM-B-mjp-1.1.H,-37.8384493490771,144.992342213835,37,4050.83329651057
2-SDM-B-mjp-1.1.H,-37.8387458250926,144.992288721708,38,4084.07483678776
2-SDM-B-mjp-1.1.H,-37.8390480154103,144.992041897516,39,4124.03731919314
2-SDM-B-mjp-1.1.H,-37.8406183384185,144.991647038626,40,4301.76182510045
2-SDM-B-mjp-1.1.H,-37.8487007353659,144.989995781497,41,5210.53902551869
2-SDM-B-mjp-1.1.H,-37.8495184845853,144.989859924303,42,5302.08682723997
2-SDM-B-mjp-1.1.H,-37.8495184845853,144.989859924303,43,5302.08682723997
2-SDM-B-mjp-1.1.H,-37.8513607679562,144.989559851971,44,5508.26393557162
2-SDM-B-mjp-1.1.H,-37.8520723656099,144.989540520925,45,5587.27026443204
2-SDM-B-mjp-1.1.H,-37.8526954397515,144.989614517515,46,5656.73248437928
2-SDM-B-mjp-1.1.H,-37.8535922329066,144.989885659503,47,5759.08970200462
2-SDM-B-mjp-1.1.H,-37.8547208092797,144.990536947328,48,5896.8431048664
2-SDM-B-mjp-1.1.H,-37.855141362998,144.990889232619,49,5952.87880777089
2-SDM-B-mjp-1.1.H,-37.8554260266966,144.991199747381,50,5994.6520049193
2-SDM-B-mjp-1.1.H,-37.8560530796968,144.992035170295,51,6095.88934980744
2-SDM-B-mjp-1.1.H,-37.8560530796968,144.992035170295,52,6095.88934980744
2-SDM-B-mjp-1.1.H,-37.8565045271989,144.992613952288,53,6167.33863251902
2-SDM-B-mjp-1.1.H,-37.8569444463042,144.993045294857,54,6229.18521690329
2-SDM-B-mjp-1.1.H,-37.8576931392455,144.993616029626,55,6326.28310565479
2-SDM-B-mjp-1.1.H,-37.8589418928867,144.994446012491,56,6482.95154536107
2-SDM-B-mjp-1.1.H,-37.8598496194596,144.994830601781,57,6589.23418740576
2-SDM-B-mjp-1.1.H,-37.8608979827251,144.995006788544,58,6706.6224321324
2-SDM-B-mjp-1.1.H,-37.8617082778925,144.99496209474,59,6796.64465161181
2-SDM-B-mjp-1.1.H,-37.8694877274449,144.993512099451,60,7669.47739618548
2-SDM-B-mjp-1.1.H,-37.8694877274449,144.993512099451,61,7669.47739618548
2-SDM-B-mjp-1.1.H,-37.8706289751409,144.993321982406,62,7797.24671957728
2-SDM-B-mjp-1.1.H,-37.8715209169672,144.993309148939,63,7896.25176995351
2-SDM-B-mjp-1.1.H,-37.8724891813953,144.993544350097,64,8005.69581958619
2-SDM-B-mjp-1.1.H,-37.8730517179566,144.993767826937,65,8071.1557309824
2-SDM-B-mjp-1.1.H,-37.8734971559069,144.993994483529,66,8124.46614272345
2-SDM-B-mjp-1.1.H,-37.8738795405668,144.994222853016,67,8171.42357025095
