shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
2-FKN-B-mjp-1.1.H,-37.8183051340585,144.966964346166,1,0
2-FKN-B-mjp-1.1.H,-37.8177335742904,144.968831710922,2,176.232800579234
2-FKN-B-mjp-1.1.H,-37.8173818877091,144.970386306518,3,318.570427368498
2-FKN-B-mjp-1.1.H,-37.8169318797019,144.971989018237,4,468.266786709666
2-FKN-B-mjp-1.1.H,-37.8168180929093,144.972707805048,5,532.803597910716
2-FKN-B-mjp-1.1.H,-37.8167826333244,144.97326540923,6,582.058039334815
2-FKN-B-mjp-1.1.H,-37.8167973082541,144.973594444414,7,611.075275591909
2-FKN-B-mjp-1.1.H,-37.8168934195329,144.974466528152,8,688.599465365166
2-FKN-B-mjp-1.1.H,-37.8170091269447,144.974906401985,9,729.403876891373
2-FKN-B-mjp-1.1.H,-37.8173584157929,144.975828373661,10,819.364979596931
2-FKN-B-mjp-1.1.H,-37.8178993924923,144.976892800729,11,930.670864436862
2-FKN-B-mjp-1.1.H,-37.8184652375687,144.977831603103,12,1034.48319511102
2-FKN-B-mjp-1.1.H,-37.8192842192246,144.979342888283,13,1195.63219448737
2-FKN-B-mjp-1.1.H,-37.8201562540678,144.980795958983,14,1356.05663152861
2-FKN-B-mjp-1.1.H,-37.8218151204119,144.983465947467,15,1654.65669850784
2-FKN-B-mjp-1.1.H,-37.8222916172996,144.984452723173,16,1756.36707162681
2-FKN-B-mjp-1.1.H,-37.822836599215,144.985755752528,17,1886.0590143218
2-FKN-B-mjp-1.1.H,-37.8236761640757,144.989004882453,18,2186.91279940685
2-FKN-B-mjp-1.1.H,-37.8241012844109,144.990152167363,19,2298.39822446322
2-FKN-B-mjp-1.1.H,-37.8241012844109,144.990152167363,20,2298.39822446322
2-FKN-B-mjp-1.1.H,-37.8243925368923,144.990848652281,21,2367.71633176571
2-FKN-B-mjp-1.1.H,-37.8248560924083,144.991608638068,22,2452.12012314975
2-FKN-B-mjp-1.1.H,-37.8257325373889,144.992800533386,23,2595.20750903684
2-FKN-B-mjp-1.1.H,-37.8261734207072,144.993288486581,24,2660.32279142124
2-FKN-B-mjp-1.1.H,-37.8264661161971,144.993541869583,25,2699.73091241171
2-FKN-B-mjp-1.1.H,-37.8271936928057,144.993931175837,26,2787.45776120956
2-FKN-B-mjp-1.1.H,-37.8275655208945,144.99406880615,27,2830.46938754477
2-FKN-B-mjp-1.1.H,-37.8279181727277,144.994138787296,28,2870.09261305709
2-FKN-B-mjp-1.1.H,-37.8283779486518,144.994149059656,29,2921.13181367779
2-FKN-B-mjp-1.1.H,-37.8288549658613,144.994113418028,30,2974.16953610249
2-FKN-B-mjp-1.1.H,-37.8296811518588,144.993943338487,31,3067.08347477695
2-FKN-B-mjp-1.1.H,-37.8301399600948,144.993896825761,32,3118.17163387472
2-FKN-B-mjp-1.1.H,-37.8328070939963,144.993347359814,33,3418.12663049922
2-FKN-B-mjp-1.1.H,-37.8340190563793,144.99307590594,34,3554.75020094005
2-FKN-B-mjp-1.1.H,-37.8355388254291,144.9928870013,35,3724.24946347531
2-FKN-B-mjp-1.1.H,-37.8384493490771,144.992342213835,36,4050.83329651057
2-FKN-B-mjp-1.1.H,-37.8384493490771,144.992342213835,37,4050.83329651057
2-FKN-B-mjp-1.1.H,-37.8387458250926,144.992288721708,38,4084.07483678776
2-FKN-B-mjp-1.1.H,-37.8390898572099,144.992381662911,39,4123.12608516729
2-FKN-B-mjp-1.1.H,-37.8395766549999,144.992391190041,40,4177.16310951172
2-FKN-B-mjp-1.1.H,-37.8399479035227,144.992494758103,41,4219.36500520374
2-FKN-B-mjp-1.1.H,-37.8402932912314,144.992667209433,42,4260.59606145991
2-FKN-B-mjp-1.1.H,-37.8406126241961,144.992897186522,43,4301.41272472383
2-FKN-B-mjp-1.1.H,-37.8408876932662,144.993173819854,44,4340.46397310336
2-FKN-B-mjp-1.1.H,-37.8411278929168,144.993519582178,45,4380.92382975165
2-FKN-B-mjp-1.1.H,-37.8413326418718,144.993900398402,46,4421.42074321429
2-FKN-B-mjp-1.1.H,-37.8423264112557,144.996691702259,47,4690.73282983499
2-FKN-B-mjp-1.1.H,-37.8440512103325,145.000611102094,48,5085.2667320538
2-FKN-B-mjp-1.1.H,-37.844279352966,145.001309517552,49,5151.74981260818
2-FKN-B-mjp-1.1.H,-37.8445908738041,145.002142057363,50,5232.774500204
