shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
2-PKM-B-mjp-1.1.H,-37.8183051340585,144.966964346166,1,0
2-PKM-B-mjp-1.1.H,-37.8177335742904,144.968831710922,2,176.232800579234
2-PKM-B-mjp-1.1.H,-37.8173818877091,144.970386306518,3,318.570427368498
2-PKM-B-mjp-1.1.H,-37.8169318797019,144.971989018237,4,468.266786709666
2-PKM-B-mjp-1.1.H,-37.8168180929093,144.972707805048,5,532.803597910716
2-PKM-B-mjp-1.1.H,-37.8167826333244,144.97326540923,6,582.058039334815
2-PKM-B-mjp-1.1.H,-37.8167973082541,144.973594444414,7,611.075275591909
2-PKM-B-mjp-1.1.H,-37.8168934195329,144.974466528152,8,688.599465365166
2-PKM-B-mjp-1.1.H,-37.8170091269447,144.974906401985,9,729.403876891373
2-PKM-B-mjp-1.1.H,-37.8173584157929,144.975828373661,10,819.364979596931
2-PKM-B-mjp-1.1.H,-37.8178993924923,144.976892800729,11,930.670864436862
2-PKM-B-mjp-1.1.H,-37.8184652375687,144.977831603103,12,1034.48319511102
2-PKM-B-mjp-1.1.H,-37.8192842192246,144.979342888283,13,1195.63219448737
2-PKM-B-mjp-1.1.H,-37.8201562540678,144.980795958983,14,1356.05663152861
2-PKM-B-mjp-1.1.H,-37.8218151204119,144.983465947467,15,1654.65669850784
2-PKM-B-mjp-1.1.H,-37.8222916172996,144.984452723173,16,1756.36707162681
2-PKM-B-mjp-1.1.H,-37.822836599215,144.985755752528,17,1886.0590143218
2-PKM-B-mjp-1.1.H,-37.8236761640757,144.989004882453,18,2186.91279940685
2-PKM-B-mjp-1.1.H,-37.8241012844109,144.990152167363,19,2298.39822446322
2-PKM-B-mjp-1.1.H,-37.8241012844109,144.990152167363,20,2298.39822446322
2-PKM-B-mjp-1.1.H,-37.8243925368923,144.990848652281,21,2367.71633176571
2-PKM-B-mjp-1.1.H,-37.8248560924083,144.991608638068,22,2452.12012314975
2-PKM-B-mjp-1.1.H,-37.8257325373889,144.992800533386,23,2595.20750903684
2-PKM-B-mjp-1.1.H,-37.8261734207072,144.993288486581,24,2660.32279142124
2-PKM-B-mjp-1.1.H,-37.8264661161971,144.993541869583,25,2699.73091241171
2-PKM-B-mjp-1.1.H,-37.8271936928057,144.993931175837,26,2787.45776120956
2-PKM-B-mjp-1.1.H,-37.8275655208945,144.99406880615,27,2830.46938754477
2-PKM-B-mjp-1.1.H,-37.8279181727277,144.994138787296,28,2870.09261305709
2-PKM-B-mjp-1.1.H,-37.8283779486518,144.994149059656,29,2921.13181367779
2-PKM-B-mjp-1.1.H,-37.8288549658613,144.994113418028,30,2974.16953610249
2-PKM-B-mjp-1.1.H,-37.8296811518588,144.993943338487,31,3067.08347477695
2-PKM-B-mjp-1.1.H,-37.8301399600948,144.993896825761,32,3118.17163387472
2-PKM-B-mjp-1.1.H,-37.8328070939963,144.993347359814,33,3418.12663049922
2-PKM-B-mjp-1.1.H,-37.8340190563793,144.99307590594,34,3554.75020094005
2-PKM-B-mjp-1.1.H,-37.8355388254291,144.9928870013,35,3724.24946347531
2-PKM-B-mjp-1.1.H,-37.8384493490771,144.992342213835,36,4050.83329651057
2-PKM-B-mjp-1.1.H,-37.8384493490771,144.992342213835,37,4050.83329651057
2-PKM-B-mjp-1.1.H,-37.8387458250926,144.992288721708,38,4084.07483678776
2-PKM-B-mjp-1.1.H,-37.8390898572099,144.992381662911,39,4123.12608516729
2-PKM-B-mjp-1.1.H,-37.8395766549999,144.992391190041,40,4177.16310951172
2-PKM-B-mjp-1.1.H,-37.8399479035227,144.992494758103,41,4219.36500520374
2-PKM-B-mjp-1.1.H,-37.8402932912314,144.992667209433,42,4260.59606145991
2-PKM-B-mjp-1.1.H,-37.8406126241961,144.992897186522,43,4301.41272472383
2-PKM-B-mjp-1.1.H,-37.8408876932662,144.993173819854,44,4340.46397310336
2-PKM-B-mjp-1.1.H,-37.8411278929168,144.993519582178,45,4380.92382975165
2-PKM-B-mjp-1.1.H,-37.8413326418718,144.993900398402,46,4421.42074321429
2-PKM-B-mjp-1.1.H,-37.8423264112557,144.996691702259,47,4690.73282983499
2-PKM-B-mjp-1.1.H,-37.8440512103325,145.000611102094,48,5085.2667320538
2-PKM-B-mjp-1.1.H,-37.844279352966,145.001309517552,49,5151.74981260818
2-PKM-B-mjp-1.1.H,-37.8445908738041,145.002142057363,50,5232.774500204
2-PKM-B-mjp-1.1.H,-37.8445908738041,145.002142057363,51,5232.774500204
2-PKM-B-mjp-1.1.H,-37.8450482455966,145.003072947973,52,5329.15914628417
2-PKM-B-mjp-1.1.H,-37.8454341268848,145.004039870781,53,5424.43243739978
2-PKM-B-mjp-1.1.H,-37.8465687402155,145.007179974939,54,5728.1444720642
2-PKM-B-mjp-1.1.H,-37.8475217564758,145.009711365789,55,5974.77374850964
2-PKM-B-mjp-1.1.H,-37.8477371908837,145.010194254925,56,6023.53848987058
2-PKM-B-mjp-1.1.H,-37.8485900839097,145.011603294973,57,6179.55130985663
2-PKM-B-mjp-1.1.H,-37.8494358652961,145.012592054672,58,6307.55521604703
2-PKM-B-mjp-1.1.H,-37.8507738052708,145.013908582451,59,6495.90860730931
2-PKM-B-mjp-1.1.H,-37.8507738052708,145.013908582451,60,6495.90860730931
2-PKM-B-mjp-1.1.H,-37.8525226328678,145.015543735225,61,6737.53848956728
2-PKM-B-mjp-1.1.H,-37.8564523828025,145.019325537875,62,7286.17771528852
2-PKM-B-mjp-1.1.H,-37.8564523828025,145.019325537875,63,7286.17771528852
2-PKM-B-mjp-1.1.H,-37.861894239539,145.024613228171,64,8048.62115581378
2-PKM-B-mjp-1.1.H,-37.8649505985054,145.027919089896,65,8495.49138306102
2-PKM-B-mjp-1.1.H,-37.8660233486734,145.029015876605,66,8648.75586035436
2-PKM-B-mjp-1.1.H,-37.8662532993077,145.029293938791,67,8684.11119941368
2-PKM-B-mjp-1.1.H,-37.8662532993077,145.029293938791,68,8684.11119941368
2-PKM-B-mjp-1.1.H,-37.8679821281734,145.031362296178,69,8948.57291687011
2-PKM-B-mjp-1.1.H,-37.8714715414389,145.035248349748,70,9465.19657099368
2-PKM-B-mjp-1.1.H,-37.8741428534562,145.038178741438,71,9858.10495726204
2-PKM-B-mjp-1.1.H,-37.874868295037,145.038989426512,72,9965.66889173823
2-PKM-B-mjp-1.1.H,-37.8761367358769,145.04047924884,73,10158.0227323549
2-PKM-B-mjp-1.1.H,-37.8774594614914,145.042524781036,74,10390.2682920542
2-PKM-B-mjp-1.1.H,-37.8774594614914,145.042524781036,75,10390.2682920542
2-PKM-B-mjp-1.1.H,-37.8792877790197,145.045170973186,76,10699.093485327
2-PKM-B-mjp-1.1.H,-37.8804079170485,145.04696052154,77,10899.695080535
2-PKM-B-mjp-1.1.H,-37.8822431083925,145.050027439019,78,11237.7483307782
2-PKM-B-mjp-1.1.H,-37.8829778838157,145.051406590624,79,11383.9331453111
2-PKM-B-mjp-1.1.H,-37.8839027665642,145.053383389698,80,11585.8663025686
2-PKM-B-mjp-1.1.H,-37.8862414786323,145.058575063543,81,12111.1700242383
2-PKM-B-mjp-1.1.H,-37.8862414786323,145.058575063543,82,12111.1700242383
2-PKM-B-mjp-1.1.H,-37.8901983179693,145.067374870414,83,13001.1239556302
2-PKM-B-mjp-1.1.H,-37.8901983179693,145.067374870414,84,13001.1239556302
2-PKM-B-mjp-1.1.H,-37.8948812946199,145.077635086297,85,14042.5508613706
2-PKM-B-mjp-1.1.H,-37.8948812946199,145.077635086297,86,14042.5508613706
2-PKM-B-mjp-1.1.H,-37.8965481648581,145.081481056105,87,14428.0998206482
2-PKM-B-mjp-1.1.H,-37.8983059185664,145.085381707996,88,14822.7553666627
2-PKM-B-mjp-1.1.H,-37.8987979527318,145.0862673995,89,14917.8868546149
2-PKM-B-mjp-1.1.H,-37.9003631331203,145.088308102358,90,15167.6647559592
2-PKM-B-mjp-1.1.H,-37.9003631331203,145.088308102358,91,15167.6647559592
2-PKM-B-mjp-1.1.H,-37.9110173407217,145.102364317185,92,16878.2930031246
2-PKM-B-mjp-1.1.H,-37.9110173407217,145.102364317185,93,16878.2930031246
2-PKM-B-mjp-1.1.H,-37.9125013672738,145.104419151007,94,17122.7863568175
2-PKM-B-mjp-1.1.H,-37.9246825520153,145.120534360257,95,19081.2206804546
2-PKM-B-mjp-1.1.H,-37.9246825520153,145.120534360257,96,19081.2206804546
